"Time","Symbol","Side","Type","Size","Price","Trade Value","Fee","Realized PnL"
"2025-10-31 15:34:45","SOL","Close Long","Fulfill Taker","0.16 SOL","184.63","$29.54","$0.01","-$0.16"
"2025-10-31 15:26:46","SOL","Open Long","Fulfill Taker","0.16 SOL","185.55","$29.69","$0.01","-$0.01"
"2025-10-31 15:19:28","DOGE","Close Long","Fulfill Taker","162 DOGE","0.1844","$29.87","$0.01","-$0.07"
"2025-10-31 15:13:55","DOGE","Open Long","Fulfill Taker","162 DOGE","0.18473","$29.93","$0.01","-$0.01"
"2025-10-31 15:06:23","SOL","Close Long","Fulfill Taker","0.16 SOL","185.18","$29.63","$0.01","-$0.02"
"2025-10-31 14:58:12","SOL","Open Long","Fulfill Taker","0.16 SOL","185.26","$29.64","$0.01","-$0.01"
"2025-10-31 14:50:22","SOL","Close Long","Fulfill Taker","0.16 SOL","185.4","$29.66","$0.01","+$0.1"
"2025-10-31 14:42:00","SOL","Open Long","Fulfill Taker","0.16 SOL","184.67","$29.55","$0.01","-$0.01"
"2025-10-31 12:20:50","PUMP","Close Long","Fulfill Taker","6660 PUMP","0.004495","$29.94","$0.01","-$0.08"
"2025-10-31 12:12:56","PUMP","Open Long","Fulfill Taker","6660 PUMP","0.004505","$30","$0.01","-$0.01"
"2025-10-31 10:23:51","SOL","Close Long","Fulfill Taker","0.16 SOL","186.97","$29.92","$0.01","-$0.01"
"2025-10-31 10:15:52","SOL","Open Long","Fulfill Taker","0.16 SOL","186.98","$29.92","$0.01","-$0.01"
"2025-10-30 23:24:18","DOGE","Close Short","Fulfill Taker","1 DOGE","0.18475","$0.18","$0","-$0"
"2025-10-30 23:24:18","DOGE","Close Short","Fulfill Taker","162 DOGE","0.18474","$29.93","$0.01","-$0.15"
"2025-10-30 23:13:23","DOGE","Open Short","Fulfill Taker","163 DOGE","0.18391","$29.98","$0.01","-$0.01"
"2025-10-30 22:29:52","PUMP","Close Long","Fulfill Taker","6713 PUMP","0.004483","$30.09","$0.01","+$0.08"
"2025-10-30 22:23:42","PUMP","Open Long","Fulfill Taker","6713 PUMP","0.00447","$30.01","$0.01","-$0.01"
"2025-10-30 21:44:19","PUMP","Close Long","Fulfill Taker","6850 PUMP","0.004409","$30.2","$0.01","+$0.19"
"2025-10-30 21:35:20","PUMP","Open Long","Fulfill Taker","6850 PUMP","0.00438","$30","$0.01","-$0.01"
"2025-10-30 18:56:43","SOL","Close Long","Fulfill Taker","0.01 SOL","182.3","$1.82","$0","+$0"
"2025-10-30 18:56:43","SOL","Close Long","Fulfill Taker","0.15 SOL","182.35","$27.35","$0.01","+$0.06"
"2025-10-30 18:06:12","SOL","Open Long","Fulfill Taker","0.16 SOL","181.88","$29.1","$0.01","-$0.01"
"2025-10-30 17:37:23","PENGU","Close Long","Fulfill Taker","1899 PENGU","0.017963","$34.11","$0.01","-$0.06"
"2025-10-30 17:37:20","SOL","Close Long","Fulfill Taker","0.34 SOL","180.84","$61.49","$0.02","-$0.12"
"2025-10-30 17:37:17","ETH","Close Long","Fulfill Taker","0.0316 ETH","3,726.3","$117.75","$0.05","-$1.73"
"2025-10-30 16:46:14","SOL","Open Long","Fulfill Taker","0.18 SOL","179.61","$32.33","$0.01","-$0.01"
"2025-10-30 16:36:59","SOL","Close Long","Fulfill Taker","0.18 SOL","179.71","$32.35","$0.01","-$0.57"
"2025-10-30 16:28:30","PENGU","Open Long","Fulfill Taker","1899 PENGU","0.017988","$34.16","$0.01","-$0.01"
"2025-10-30 14:32:24","SOL","Open Long","Fulfill Taker","0.18 SOL","181.7","$32.71","$0.01","-$0.01"
"2025-10-30 14:13:32","SOL","Open Long","Fulfill Taker","0.16 SOL","184.09","$29.45","$0.01","-$0.01"
"2025-10-30 13:56:34","ETH","Open Long","Fulfill Taker","0.0079 ETH","3,777.8","$29.84","$0.01","-$0.01"
"2025-10-30 13:50:20","ETH","Open Long","Fulfill Taker","0.0079 ETH","3,784.3","$29.9","$0.01","-$0.01"
"2025-10-30 13:44:16","ETH","Open Long","Fulfill Taker","0.0079 ETH","3,776","$29.83","$0.01","-$0.01"
"2025-10-30 13:41:20","ETH","Open Long","Fulfill Taker","0.0079 ETH","3,780.1","$29.86","$0.01","-$0.01"
"2025-10-30 13:10:46","SOL","Close Short","Fulfill Taker","0.19 SOL","185.28","$35.2","$0.01","+$0.21"
"2025-10-30 13:07:12","PENGU","Close Short","Fulfill Taker","1758 PENGU","0.018869","$33.17","$0.01","-$0.39"
"2025-10-30 13:01:47","PENGU","Open Short","Fulfill Taker","1758 PENGU","0.018653","$32.79","$0.01","-$0.01"
"2025-10-30 12:18:20","PENGU","Close Short","Fulfill Taker","1899 PENGU","0.018832","$35.76","$0.01","+$0.69"
"2025-10-30 11:25:06","PENGU","Open Short","Fulfill Taker","1899 PENGU","0.019204","$36.47","$0.01","-$0.01"
"2025-10-30 10:39:01","PENGU","Close Short","Fulfill Taker","1730 PENGU","0.019228","$33.26","$0.01","+$0.78"
"2025-10-30 10:38:15","SOL","Open Short","Fulfill Taker","0.19 SOL","186.44","$35.42","$0.01","-$0.01"
"2025-10-30 10:38:13","SOL","Close Short","Fulfill Taker","0.19 SOL","186.4","$35.42","$0.01","+$0.7"
"2025-10-30 10:17:36","PENGU","Open Short","Fulfill Taker","1730 PENGU","0.019685","$34.06","$0.01","-$0.01"
"2025-10-30 09:17:56","SOL","Open Short","Fulfill Taker","0.19 SOL","190.17","$36.13","$0.01","-$0.01"
"2025-10-30 09:17:55","SOL","Close Short","Fulfill Taker","0.2 SOL","190.22","$38.04","$0.02","+$0.97"
"2025-10-30 06:15:04","PENGU","Close Long","Fulfill Taker","1687 PENGU","0.020481","$34.55","$0.01","-$0.42"
"2025-10-30 05:50:43","PENGU","Open Long","Fulfill Taker","1687 PENGU","0.020723","$34.96","$0.01","-$0.01"
"2025-10-30 02:49:39","SOL","Open Short","Fulfill Taker","0.2 SOL","195.17","$39.03","$0.02","-$0.02"
"2025-10-30 02:48:05","SOL","Close Short","Fulfill Taker","0.18 SOL","195.01","$35.1","$0.01","-$0.38"
"2025-10-30 01:48:07","SOL","Open Short","Fulfill Taker","0.09 SOL","192.98","$17.37","$0.01","-$0.01"
"2025-10-30 01:48:07","SOL","Open Short","Fulfill Taker","0.09 SOL","193.02","$17.37","$0.01","-$0.01"
"2025-10-30 01:36:51","SOL","Close Long","Fulfill Taker","0.2 SOL","194.09","$38.82","$0.02","+$0.74"
"2025-10-30 01:33:02","SOL","Open Long","Fulfill Taker","0.2 SOL","190.29","$38.06","$0.02","-$0.02"
"2025-10-30 01:32:15","SOL","Close Long","Fulfill Taker","0.18 SOL","190.78","$34.34","$0.01","-$0.39"
"2025-10-30 01:17:18","SOL","Open Long","Fulfill Taker","0.18 SOL","192.86","$34.71","$0.01","-$0.01"
"2025-10-29 23:49:49","SOL","Close Short","Fulfill Taker","0.37 SOL","197.26","$72.99","$0.03","-$0.12"
"2025-10-29 23:45:38","SOL","Open Short","Fulfill Taker","0.18 SOL","196.93","$35.45","$0.01","-$0.01"
"2025-10-29 23:42:13","SOL","Open Short","Fulfill Taker","0.19 SOL","197.07","$37.44","$0.01","-$0.01"
"2025-10-29 23:20:14","SOL","Close Long","Fulfill Taker","0.06 SOL","196.43","$11.79","$0","-$0.01"
"2025-10-29 23:19:41","SOL","Open Long","Fulfill Taker","0.06 SOL","196.46","$11.79","$0","-$0"
"2025-10-08 15:28:11","XPL","Close Long","Fulfill Taker","16 XPL","0.8852","$14.16","$0.01","-$0.54"
"2025-10-08 15:28:07","PENGU","Close Short","Fulfill Taker","2242 PENGU","0.032526","$72.92","$0.03","-$4.95"
"2025-10-08 15:27:55","SOL","Close Long","Fulfill Taker","0.39 SOL","227.56","$88.75","$0.04","+$3.1"
"2025-10-08 03:14:33","PENGU","Open Short","Fulfill Taker","1033 PENGU","0.030127","$31.12","$0.01","-$0.01"
"2025-10-08 02:57:08","SOL","Open Long","Fulfill Taker","0.18 SOL","219.46","$39.5","$0.02","-$0.02"
"2025-10-08 02:55:21","SOL","Open Long","Fulfill Taker","0.18 SOL","219.11","$39.44","$0.02","-$0.02"
"2025-10-07 23:18:58","SOL","Open Long","Fulfill Taker","0.03 SOL","222.25","$6.67","$0","-$0"
"2025-10-07 23:18:58","SOL","Close Short","Fulfill Taker","0.13 SOL","222.25","$28.89","$0.01","-$0.05"
"2025-10-07 21:25:25","PENGU","Open Short","Fulfill Taker","1209 PENGU","0.030504","$36.88","$0.01","-$0.01"
"2025-10-07 20:09:41","SOL","Open Short","Fulfill Taker","0.08 SOL","221.96","$17.76","$0.01","-$0.01"
"2025-10-07 20:09:41","SOL","Open Short","Fulfill Taker","0.05 SOL","221.96","$11.1","$0","-$0"
"2025-10-07 20:09:41","SOL","Close Long","Fulfill Taker","0.03 SOL","221.96","$6.66","$0","-$0.01"
"2025-10-07 20:05:14","SOL","Open Long","Fulfill Taker","0.03 SOL","222.1","$6.66","$0","-$0"
"2025-10-07 20:05:14","SOL","Close Short","Fulfill Taker","0.15 SOL","222.1","$33.32","$0.01","-$0.04"
"2025-10-07 20:02:58","SOL","Open Short","Fulfill Taker","0.03 SOL","221.9","$6.66","$0","-$0"
"2025-10-07 20:02:58","SOL","Open Short","Fulfill Taker","0.12 SOL","221.91","$26.63","$0.01","-$0.01"
"2025-10-07 20:02:58","SOL","Close Long","Fulfill Taker","0.01 SOL","221.91","$2.22","$0","-$0.02"
"2025-10-07 18:39:51","SOL","Close Long","Fulfill Taker","0.06 SOL","223.59","$13.42","$0.01","-$0.03"
"2025-10-07 18:35:26","XPL","Open Long","Fulfill Taker","16 XPL","0.9188","$14.7","$0.01","-$0.01"
"2025-10-07 18:31:19","SOL","Open Long","Fulfill Taker","0.06 SOL","224.06","$13.44","$0.01","-$0.01"
"2025-10-07 18:19:57","SOL","Open Long","Fulfill Taker","0.01 SOL","223.97","$2.24","$0","-$0"
"2025-10-07 18:19:57","SOL","Close Short","Fulfill Taker","0.05 SOL","223.97","$11.2","$0","-$0.02"
"2025-10-07 18:14:59","SOL","Open Short","Fulfill Taker","0.05 SOL","223.66","$11.18","$0","-$0"
"2025-10-07 18:11:32","XPL","Close Long","Fulfill Taker","14 XPL","0.9173","$12.84","$0.01","-$0.08"
"2025-10-07 18:04:32","XPL","Open Long","Fulfill Taker","14 XPL","0.9229","$12.92","$0.01","-$0.01"
"2025-10-07 18:00:40","SOL","Close Long","Fulfill Taker","0.06 SOL","223.09","$13.39","$0.01","-$0.05"
"2025-10-07 18:00:23","ASTER","Close Long","Fulfill Taker","5 ASTER","2.09441","$10.47","$0","-$0.06"
"2025-10-07 17:57:17","ASTER","Open Long","Fulfill Taker","5 ASTER","2.10561","$10.53","$0","-$0"
"2025-10-07 17:48:15","SOL","Open Long","Fulfill Taker","0.06 SOL","223.88","$13.43","$0.01","-$0.01"
"2025-10-07 17:42:39","XPL","Close Long","Fulfill Taker","12 XPL","0.9222","$11.07","$0","-$0.04"
"2025-10-07 17:39:36","XPL","Open Long","Fulfill Taker","12 XPL","0.9248","$11.1","$0","-$0"
"2025-10-07 17:32:53","ASTER","Close Long","Fulfill Taker","6 ASTER","2.10119","$12.61","$0.01","-$0.06"
"2025-10-07 17:30:32","ASTER","Open Long","Fulfill Taker","6 ASTER","2.1107","$12.66","$0.01","-$0.01"
"2025-10-07 17:26:58","SOL","Close Short","Fulfill Taker","0.06 SOL","223.53","$13.41","$0.01","-$0.04"
"2025-10-07 17:26:54","ASTER","Close Short","Fulfill Taker","20 ASTER","2.10038","$42.01","$0.02","-$0.79"
"2025-10-07 17:23:27","SOL","Open Short","Fulfill Taker","0.06 SOL","223","$13.38","$0.01","-$0.01"
"2025-10-07 17:21:03","XPL","Close Long","Fulfill Taker","12 XPL","0.9182","$11.02","$0","+$0.2"
"2025-10-07 17:21:02","ASTER","Open Short","Fulfill Taker","7 ASTER","2.09769","$14.68","$0.01","-$0.01"
"2025-10-07 17:15:00","ASTER","Close Short","Fulfill Taker","6 ASTER","2.09726","$12.58","$0.01","-$0.33"
"2025-10-07 17:14:56","XPL","Close Long","Fulfill Taker","16 XPL","0.9186","$14.7","$0.01","+$0.27"
"2025-10-07 16:46:06","XPL","Open Long","Fulfill Taker","12 XPL","0.903","$10.84","$0","-$0"
"2025-10-07 16:46:04","XPL","Close Long","Fulfill Taker","17 XPL","0.9022","$15.34","$0.01","+$0.03"
"2025-10-07 16:38:10","XPL","Open Long","Fulfill Taker","16 XPL","0.9016","$14.43","$0.01","-$0.01"
"2025-10-07 16:30:39","ASTER","Open Short","Fulfill Taker","7 ASTER","2.04003","$14.28","$0.01","-$0.01"
"2025-10-07 16:25:57","ASTER","Open Short","Fulfill Taker","6 ASTER","2.03943","$12.24","$0","-$0"
"2025-10-07 16:21:21","ASTER","Open Short","Fulfill Taker","6 ASTER","2.04901","$12.29","$0","-$0"
"2025-10-07 16:15:18","XPL","Open Long","Fulfill Taker","17 XPL","0.899","$15.28","$0.01","-$0.01"
"2025-10-07 16:06:18","XPL","Close Long","Fulfill Taker","29 XPL","0.8989","$26.07","$0.01","-$0.05"
"2025-10-07 16:06:14","ASTER","Close Short","Fulfill Taker","47 ASTER","2.05754","$96.7","$0.04","-$1.77"
"2025-10-07 16:06:09","XPL","Open Long","Fulfill Taker","14 XPL","0.8992","$12.59","$0.01","-$0.01"
"2025-10-07 16:06:08","SOL","Close Short","Fulfill Taker","0.59 SOL","222.16","$131.07","$0.05","+$0.61"
"2025-10-07 15:59:18","SOL","Open Short","Fulfill Taker","0.07 SOL","221.37","$15.5","$0.01","-$0.01"
"2025-10-07 15:55:18","XPL","Open Long","Fulfill Taker","15 XPL","0.9013","$13.52","$0.01","-$0.01"
"2025-10-07 15:50:52","SOL","Close Short","Fulfill Taker","0.07 SOL","222.16","$15.55","$0.01","+$0.09"
"2025-10-07 15:50:05","ASTER","Open Short","Fulfill Taker","6 ASTER","2.036","$12.22","$0","-$0"
"2025-10-07 15:48:27","XPL","Close Long","Fulfill Taker","12 XPL","0.9","$10.8","$0","-$0.05"
"2025-10-07 15:40:01","XPL","Open Long","Fulfill Taker","12 XPL","0.9035","$10.84","$0","-$0"
"2025-10-07 15:39:20","XPL","Close Long","Fulfill Taker","17 XPL","0.9035","$15.36","$0.01","-$0.07"
"2025-10-07 15:35:28","XPL","Open Long","Fulfill Taker","17 XPL","0.9073","$15.42","$0.01","-$0.01"
"2025-10-07 15:32:24","XPL","Close Long","Fulfill Taker","12 XPL","0.9105","$10.93","$0","-$0.06"
"2025-10-07 15:24:43","XPL","Open Long","Fulfill Taker","12 XPL","0.9152","$10.98","$0","-$0"
"2025-10-07 15:19:20","ASTER","Open Short","Fulfill Taker","6 ASTER","2.01901","$12.11","$0","-$0"
"2025-10-07 15:18:38","SOL","Open Short","Fulfill Taker","0.06 SOL","222.23","$13.33","$0.01","-$0.01"
"2025-10-07 15:11:43","ASTER","Open Short","Fulfill Taker","8 ASTER","2.01575","$16.13","$0.01","-$0.01"
"2025-10-07 15:09:24","ASTER","Open Short","Fulfill Taker","8 ASTER","2.02437","$16.19","$0.01","-$0.01"
"2025-10-07 15:03:59","ASTER","Open Short","Fulfill Taker","7 ASTER","2.01581","$14.11","$0.01","-$0.01"
"2025-10-07 14:54:02","SOL","Open Short","Fulfill Taker","0.06 SOL","223.18","$13.39","$0.01","-$0.01"
"2025-10-07 14:50:53","XPL","Close Long","Fulfill Taker","12 XPL","0.9085","$10.9","$0","-$0.08"
"2025-10-07 14:50:18","XPL","Close Long","Fulfill Taker","14 XPL","0.9111","$12.76","$0.01","-$0.05"
"2025-10-07 14:48:46","XPL","Open Long","Fulfill Taker","14 XPL","0.9153","$12.81","$0.01","-$0.01"
"2025-10-07 14:47:47","SOL","Open Short","Fulfill Taker","0.07 SOL","224.11","$15.69","$0.01","-$0.01"
"2025-10-07 14:46:26","XPL","Close Long","Fulfill Taker","16 XPL","0.9162","$14.66","$0.01","+$0.03"
"2025-10-07 14:41:03","ASTER","Open Short","Fulfill Taker","6 ASTER","2.01501","$12.09","$0","-$0"
"2025-10-07 14:33:54","XPL","Open Long","Fulfill Taker","12 XPL","0.9144","$10.97","$0","-$0"
"2025-10-07 14:31:47","ASTER","Close Short","Fulfill Taker","6 ASTER","2.02341","$12.14","$0","-$0.02"
"2025-10-07 14:17:46","SOL","Open Short","Fulfill Taker","0.07 SOL","223.31","$15.63","$0.01","-$0.01"
"2025-10-07 14:16:25","XPL","Open Long","Fulfill Taker","16 XPL","0.9133","$14.61","$0.01","-$0.01"
"2025-10-07 14:14:04","SOL","Open Short","Fulfill Taker","0.05 SOL","223.94","$11.2","$0","-$0"
"2025-10-07 14:11:46","ASTER","Open Short","Fulfill Taker","2.64 ASTER","2.02074","$5.33","$0","-$0"
"2025-10-07 14:11:46","ASTER","Open Short","Fulfill Taker","5.36 ASTER","2.02208","$10.84","$0","-$0"
"2025-10-07 14:10:47","SOL","Open Short","Fulfill Taker","0.05 SOL","223.79","$11.19","$0","-$0"
"2025-10-07 13:59:25","ASTER","Close Short","Fulfill Taker","8 ASTER","2.0381","$16.3","$0.01","-$0.16"
"2025-10-07 13:57:44","SOL","Open Short","Fulfill Taker","0.05 SOL","224.5","$11.23","$0","-$0"
"2025-10-07 13:44:04","XPL","Close Long","Fulfill Taker","13 XPL","0.9219","$11.98","$0","-$0.07"
"2025-10-07 13:44:03","SOL","Open Short","Fulfill Taker","0.05 SOL","224.02","$11.2","$0","-$0"
"2025-10-07 13:42:31","XPL","Open Long","Fulfill Taker","13 XPL","0.9268","$12.05","$0","-$0"
"2025-10-07 13:29:36","XPL","Close Long","Fulfill Taker","13 XPL","0.9167","$11.92","$0","-$0.06"
"2025-10-07 13:29:35","XPL","Close Long","Fulfill Taker","15 XPL","0.9167","$13.75","$0.01","-$0.07"
"2025-10-07 13:28:01","XPL","Open Long","Fulfill Taker","15 XPL","0.9217","$13.83","$0.01","-$0.01"
"2025-10-07 13:27:14","XPL","Open Long","Fulfill Taker","13 XPL","0.9206","$11.97","$0","-$0"
"2025-10-07 13:12:49","ASTER","Open Short","Fulfill Taker","7 ASTER","2.01927","$14.13","$0.01","-$0.01"
"2025-10-07 13:12:47","ASTER","Open Short","Fulfill Taker","5 ASTER","2.01927","$10.1","$0","-$0"
"2025-10-07 13:12:47","ASTER","Close Long","Fulfill Taker","1 ASTER","2.01927","$2.02","$0","-$0.01"
"2025-10-07 13:12:02","ASTER","Open Long","Fulfill Taker","1 ASTER","2.02879","$2.03","$0","-$0"
"2025-10-07 13:12:02","ASTER","Close Short","Fulfill Taker","6 ASTER","2.02879","$12.17","$0","+$0.01"
"2025-10-07 13:11:14","ASTER","Open Short","Fulfill Taker","6 ASTER","2.03062","$12.18","$0","-$0"
"2025-10-07 13:05:08","XPL","Close Long","Fulfill Taker","15 XPL","0.9275","$13.91","$0.01","-$0.08"
"2025-10-07 12:55:54","XPL","Open Long","Fulfill Taker","15 XPL","0.9325","$13.99","$0.01","-$0.01"
"2025-10-07 12:48:18","ASTER","Close Long","Fulfill Taker","7 ASTER","2.02581","$14.18","$0.01","-$0.06"
"2025-10-07 12:40:38","ASTER","Open Long","Fulfill Taker","7 ASTER","2.03341","$14.23","$0.01","-$0.01"
"2025-10-07 12:26:55","ASTER","Close Long","Fulfill Taker","5 ASTER","2.06568","$10.33","$0","-$0.07"
"2025-10-07 12:25:23","ASTER","Open Long","Fulfill Taker","5 ASTER","2.07854","$10.39","$0","-$0"
"2025-10-07 12:14:51","SOL","Open Short","Fulfill Taker","0.07 SOL","223.3","$15.63","$0.01","-$0.01"
"2025-10-07 12:13:22","SOL","Open Short","Fulfill Taker","0.06 SOL","223.38","$13.4","$0.01","-$0.01"
"2025-10-07 12:07:57","PENGU","Close Long","Fulfill Taker","398 PENGU","0.030811","$12.26","$0","-$0.64"
"2025-10-07 12:07:50","ASTER","Close Long","Fulfill Taker","12.1 ASTER","2.04602","$24.76","$0.01","+$0.18"
"2025-10-07 12:07:44","SOL","Close Long","Fulfill Taker","0.01 SOL","221.93","$2.22","$0","-$0.09"
"2025-10-07 12:07:44","SOL","Close Long","Fulfill Taker","0.47 SOL","221.97","$104.33","$0.04","-$4.4"
"2025-10-07 06:25:57","PENGU","Open Long","Fulfill Taker","398 PENGU","0.0324","$12.9","$0.01","-$0.01"
"2025-10-07 06:25:56","SOL","Close Long","Fulfill Taker","0.07 SOL","229.87","$16.09","$0.01","-$0.1"
"2025-10-07 06:07:50","ASTER","Open Long","Fulfill Taker","6 ASTER","2.00028","$12","$0","-$0"
"2025-10-07 05:52:29","SOL","Open Long","Fulfill Taker","0.07 SOL","229.98","$16.1","$0.01","-$0.01"
"2025-10-07 05:37:08","SOL","Open Long","Fulfill Taker","0.06 SOL","229.07","$13.74","$0.01","-$0.01"
"2025-10-07 05:21:47","SOL","Open Long","Fulfill Taker","0.05 SOL","228.39","$11.42","$0","-$0"
"2025-10-07 05:08:51","SOL","Close Long","Fulfill Taker","0.07 SOL","229.15","$16.04","$0.01","-$0.22"
"2025-10-07 05:06:33","SOL","Open Long","Fulfill Taker","0.07 SOL","229.89","$16.09","$0.01","-$0.01"
"2025-10-07 04:57:26","PENGU","Close Long","Fulfill Taker","370 PENGU","0.032188","$11.91","$0","-$0.06"
"2025-10-07 04:51:17","PENGU","Open Long","Fulfill Taker","370 PENGU","0.032347","$11.97","$0","-$0"
"2025-10-07 04:50:30","SOL","Close Long","Fulfill Taker","0.06 SOL","230.69","$13.84","$0.01","-$0.12"
"2025-10-07 04:36:43","XPL","Close Long","Fulfill Taker","14 XPL","1.0182","$14.25","$0.01","-$0.07"
"2025-10-07 04:35:56","XPL","Open Long","Fulfill Taker","14 XPL","1.0225","$14.32","$0.01","-$0.01"
"2025-10-07 04:20:25","SOL","Open Long","Fulfill Taker","0.06 SOL","230.19","$13.81","$0.01","-$0.01"
"2025-10-07 04:15:50","SOL","Close Long","Fulfill Taker","0.06 SOL","230.11","$13.81","$0.01","-$0.18"
"2025-10-07 04:05:12","SOL","Open Long","Fulfill Taker","0.06 SOL","230.83","$13.85","$0.01","-$0.01"
"2025-10-07 03:49:51","SOL","Open Long","Fulfill Taker","0.07 SOL","230.38","$16.13","$0.01","-$0.01"
"2025-10-07 03:38:28","PENGU","Close Long","Fulfill Taker","345 PENGU","0.032748","$11.3","$0","-$0.05"
"2025-10-07 03:34:37","PENGU","Open Long","Fulfill Taker","345 PENGU","0.032893","$11.35","$0","-$0"
"2025-10-07 03:23:59","SOL","Close Long","Fulfill Taker","0.05 SOL","231.84","$11.59","$0","-$0.12"
"2025-10-07 03:19:23","SOL","Open Long","Fulfill Taker","0.02 SOL","232.74","$4.65","$0","-$0"
"2025-10-07 03:19:23","SOL","Open Long","Fulfill Taker","0.03 SOL","232.72","$6.98","$0","-$0"
"2025-10-07 03:15:34","SOL","Close Long","Fulfill Taker","0.05 SOL","232.75","$11.64","$0","-$0.08"
"2025-10-07 03:03:44","SOL","Open Long","Fulfill Taker","0.05 SOL","233.59","$11.68","$0","-$0"
"2025-10-07 03:00:40","ASTER","Close Long","Fulfill Taker","6 ASTER","2.04968","$12.3","$0","-$0.07"
"2025-10-07 02:47:36","ASTER","Open Long","Fulfill Taker","6 ASTER","2.05905","$12.35","$0","-$0"
"2025-10-07 02:45:36","ASTER","Open Long","Fulfill Taker","6.1 ASTER","2.06069","$12.57","$0.01","-$0.01"
"2025-10-07 02:40:34","SOL","Close Long","Fulfill Taker","0.06 SOL","234.91","$14.09","$0.01","+$0.02"
"2025-10-07 02:40:33","SOL","Close Long","Fulfill Taker","0.05 SOL","234.91","$11.75","$0","+$0.02"
"2025-10-07 02:40:22","SOL","Close Long","Fulfill Taker","0.06 SOL","234.86","$14.09","$0.01","+$0.02"
"2025-10-07 02:40:10","SOL","Close Long","Fulfill Taker","0.06 SOL","234.86","$14.09","$0.01","+$0.02"
"2025-10-07 02:34:25","SOL","Open Long","Fulfill Taker","0.05 SOL","234.36","$11.72","$0","-$0"
"2025-10-07 02:33:43","SOL","Open Long","Fulfill Taker","0.06 SOL","234.32","$14.06","$0.01","-$0.01"
"2025-10-07 02:33:28","SOL","Open Long","Fulfill Taker","0.06 SOL","234.33","$14.06","$0.01","-$0.01"
"2025-10-07 02:31:49","SOL","Open Long","Fulfill Taker","0.06 SOL","234.38","$14.06","$0.01","-$0.01"
"2025-10-07 02:28:52","SOL","Close Long","Fulfill Taker","0.07 SOL","234.84","$16.44","$0.01","+$0.01"
"2025-10-07 02:28:48","SOL","Close Long","Fulfill Taker","0.06 SOL","234.84","$14.09","$0.01","+$0.01"
"2025-10-07 02:28:25","SOL","Close Long","Fulfill Taker","0.05 SOL","234.86","$11.74","$0","+$0.01"
"2025-10-07 02:21:29","SOL","Close Long","Fulfill Taker","0.05 SOL","234.68","$11.73","$0","+$0"
"2025-10-07 02:18:25","SOL","Open Long","Fulfill Taker","0.05 SOL","234.17","$11.71","$0","-$0"
"2025-10-07 02:17:02","SOL","Open Long","Fulfill Taker","0.05 SOL","234.31","$11.72","$0","-$0"
"2025-10-07 02:16:39","SOL","Open Long","Fulfill Taker","0.06 SOL","234.38","$14.06","$0.01","-$0.01"
"2025-10-07 02:16:36","SOL","Open Long","Fulfill Taker","0.07 SOL","234.38","$16.41","$0.01","-$0.01"
"2025-10-07 02:01:31","SOL","Open Long","Fulfill Taker","0.06 SOL","234.74","$14.08","$0.01","-$0.01"
"2025-10-07 02:01:28","SOL","Open Long","Fulfill Taker","0.06 SOL","234.77","$14.09","$0.01","-$0.01"
"2025-10-07 02:01:15","SOL","Open Long","Fulfill Taker","0.07 SOL","234.81","$16.44","$0.01","-$0.01"
"2025-10-07 01:56:28","SOL","Open Long","Fulfill Taker","0.05 SOL","234.86","$11.74","$0","-$0"
"2025-10-07 01:50:55","SOL","Close Long","Fulfill Taker","0.06 SOL","235.01","$14.1","$0.01","+$0.02"
"2025-10-07 01:50:36","SOL","Close Long","Fulfill Taker","0.05 SOL","235.07","$11.75","$0","+$0.02"
"2025-10-07 01:46:10","SOL","Open Long","Fulfill Taker","0.06 SOL","234.61","$14.08","$0.01","-$0.01"
"2025-10-07 01:46:00","SOL","Open Long","Fulfill Taker","0.05 SOL","234.5","$11.73","$0","-$0"
"2025-10-07 01:45:37","SOL","Open Long","Fulfill Taker","0.06 SOL","234.43","$14.07","$0.01","-$0.01"
"2025-10-07 01:40:53","SOL","Close Long","Fulfill Taker","0.12 SOL","234.68","$28.16","$0.01","+$0.05"
"2025-10-07 01:40:47","BTC","Close Long","Fulfill Taker","0.01 BTC","124,591","$1,245.91","$0.5","+$2.75"
"2025-10-07 01:38:11","SOL","Open Long","Fulfill Taker","0.07 SOL","234.61","$16.42","$0.01","-$0.01"
"2025-10-07 01:34:20","SOL","Close Long","Fulfill Taker","0.05 SOL","234.36","$11.72","$0","+$0.03"
"2025-10-07 01:30:32","SOL","Open Long","Fulfill Taker","0.05 SOL","233.86","$11.69","$0","-$0"
"2025-10-07 01:26:01","SOL","Close Long","Fulfill Taker","0.06 SOL","233.66","$14.02","$0.01","+$0.01"
"2025-10-07 01:15:23","SOL","Open Long","Fulfill Taker","0.06 SOL","233.07","$13.98","$0.01","-$0.01"
"2025-10-07 01:13:07","SOL","Close Long","Fulfill Taker","0.07 SOL","232.99","$16.31","$0.01","-$0.05"
"2025-10-07 01:00:14","SOL","Open Long","Fulfill Taker","0.07 SOL","233.81","$16.37","$0.01","-$0.01"
"2025-10-07 00:52:28","SOL","Open Long","Fulfill Taker","0.05 SOL","233.5","$11.68","$0","-$0"
"2025-10-07 00:49:07","BTC","Open Long","Fulfill Taker","0.01 BTC","124,266","$1,242.66","$0.5","-$0.5"
